feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
UniRef90_A0A174BR70	condition	CRC	-0.495666331476643	0.174545231047353	234	87	0.00491595565672356	0.020073704330953
UniRef90_A0A174S9D1	condition	CRC	-0.490921955112173	0.172881845605859	234	90	0.00491761161096129	0.0200782755414992
UniRef90_A0A078S1B8	condition	CRC	0.819286629824903	0.288540015127432	234	108	0.00492151015751581	0.0200876743858267
UniRef90_A0A139SYK8	condition	CRC	0.66510293563306	0.234240381105032	234	225	0.00492157158819138	0.0200876743858267
UniRef90_A0A173V3F2	condition	CRC	0.512525938823034	0.180482057386844	234	60	0.00492112247178614	0.0200876743858267
UniRef90_A0A174RT15	condition	CRC	-0.537763335427635	0.189396234713776	234	103	0.00492165429449621	0.0200876743858267
UniRef90_A0A175AA08	condition	CRC	0.422754703251048	0.148847716994779	234	45	0.00492118862488119	0.0200876743858267
UniRef90_A0A174JL80	condition	CRC	-0.452785565349811	0.159475023854852	234	81	0.00492435883512007	0.020097291327375
UniRef90_A0A174YCQ8	condition	CRC	0.402464659647945	0.141746801339578	234	47	0.00492479674639733	0.0200976569960482
UniRef90_A0A174EGN6	condition	CRC	0.520611574250322	0.18338181370223	234	39	0.00492771767115909	0.0201081548533154
UniRef90_A0A0M1VXW6	condition	CRC	0.655454582968824	0.230863337436577	234	54	0.0049316253464197	0.0201226774972362
UniRef90_A0A149MZH1	condition	CRC	0.710702847900608	0.250378037178724	234	69	0.00493410117179634	0.0201313560749999
UniRef90_A0A174K795	condition	CRC	-0.458166952137373	0.161409790772117	234	84	0.00493485619188125	0.0201330129584634
UniRef90_A0A149NEJ6	condition	CRC	0.741812997628315	0.260972702352367	234	85	0.00493717841714719	0.0201410629715351
UniRef90_A0A081U0S7	condition	CRC	0.819211145321863	0.288634800730647	234	95	0.0049384622423889	0.0201448760258635
UniRef90_A0A139KT01	condition	CRC	0.433755870085568	0.152823711976181	234	52	0.00493944117709123	0.0201474449256443
UniRef90_A0A174CBI0	condition	CRC	0.408101601965955	0.143762401745447	234	33	0.00494221167755723	0.0201573205481764
UniRef90_A0A174LDL4	condition	CRC	-0.287808673173314	0.101414985569074	234	38	0.0049436224450499	0.0201616493553421
UniRef90_A0A173VTR3	condition	CRC	0.347005343568462	0.122250557990624	234	31	0.00494786139845432	0.0201775109683238
UniRef90_A0A069S5C5	condition	CRC	0.715091346931214	0.25194376997832	234	38	0.00494962461088872	0.0201832749150727
UniRef90_A0A174IAD5	condition	CRC	-0.485789774768036	0.171207789129493	234	91	0.00495055739413529	0.0201856520133988
UniRef90_A0A0D8J4W7	condition	CRC	0.413231025135738	0.145639519935201	234	37	0.00495151290484946	0.0201866950194174
UniRef90_A0A174F078	condition	CRC	0.647059267566168	0.228045809652999	234	138	0.00495139441549864	0.0201866950194174
UniRef90_A0A174YE25	condition	CRC	0.365608812812458	0.12881336684844	234	41	0.00495364796728183	0.0201939725669183
UniRef90_A0A174QAL8	condition	CRC	-0.328941728141846	0.115938851427034	234	33	0.004954245004029	0.0201949796349328
UniRef90_A0A078T791	condition	CRC	0.614410430484789	0.216559856841644	234	137	0.0049554611058226	0.0201985098760924
UniRef90_A0A015X8P0	condition	CRC	0.400434704117648	0.141146172994951	234	32	0.00495651446642928	0.0201985228273868
UniRef90_A0A0G3JUA5	condition	CRC	0.638034306957974	0.224894809914398	234	29	0.00495631890006918	0.0201985228273868
UniRef90_A0A174L067	condition	CRC	0.353514872332527	0.124606114652571	234	36	0.00495600640529064	0.0201985228273868
UniRef90_A0A174HWZ6	condition	CRC	-0.531026315273448	0.187163576324178	234	114	0.00495741929973328	0.0202007834459471
UniRef90_A0A1C7GWC6	condition	CRC	0.71323500740109	0.251413163274192	234	106	0.0049583555884573	0.0202031719125758
UniRef90_A0A017N569	condition	CRC	0.741584517466038	0.26141727185391	234	71	0.00496006396377145	0.020204425747237
UniRef90_A0A0K6BWC2	condition	CRC	0.776072045482393	0.273571580132276	234	93	0.00495960478228973	0.020204425747237
UniRef90_A0A174HGF8	condition	CRC	-0.650522392730303	0.22931301237796	234	61	0.0049599858328383	0.020204425747237
UniRef90_A0A174PRP2	condition	CRC	0.565542855118356	0.199347221968556	234	55	0.00495956034820017	0.020204425747237
UniRef90_A0A174YLU8	condition	CRC	0.39717322087177	0.140021404657761	234	38	0.0049640687344706	0.0202193114484649
UniRef90_A0A174N574	condition	CRC	-0.348420949066713	0.12283472410505	234	46	0.00496548732568925	0.0202236619391734
UniRef90_A0A0J9ENC9	condition	CRC	0.586116964940615	0.206642522618225	234	73	0.00496655571182376	0.0202265855852789
